shard,sample_index,sample_id,points,xyz_absmax,zero_loc_mean,max_locnorm,max_surface_residual
0,0,root_000_abc_pcd_mf30/abc_0000_step_v00/0007b2ef-5e37-4e38-bff9-2b6b22a94d24_00004708_ba569cff36cc4316b623ab23_step_003.txt,2048,0.9999960064888,0.2131249424660467,0.9746145974100159,5.364370396467033e-05
0,1,root_000_abc_pcd_mf30/abc_0000_step_v00/000f49d1-dbe3-420b-8454-98b807e304c5_00002661_69be0947819e4064a2c1245b_step_000.txt,2048,0.9999880194664001,0.3396556982037486,0.9999880194664001,5.0058495530191927e-05
0,2,root_000_abc_pcd_mf30/abc_0000_step_v00/000f564c-0de2-47a2-ae81-65bf205f2d19_00009287_011a2ce684d84bf8b7074963_step_005.txt,2048,0.9999930262565613,0.15159717509951703,0.445866471669815,1.0153934952294996e-06
0,3,root_000_abc_pcd_mf30/abc_0000_step_v00/0035a7a2-3b63-40ca-aa1b-f19434decd9b_00006178_12180861bc614336af906df3_step_015.txt,2048,0.9464769959449768,0.4307788302750272,1.182557993267791,0.000500765848255813
0,4,root_000_abc_pcd_mf30/abc_0000_step_v00/0050b708-d1d6-460e-a420-aaa13da3a795_00007677_acf804730f7d43848903aa8b_step_000.txt,2048,0.9999610185623169,0.0,0.0,0.0
0,5,root_000_abc_pcd_mf30/abc_0000_step_v00/00567a80-f29c-4875-be0e-7337efb78d00_00002025_af75df7e85da44bcb31815c0_step_000.txt,2048,0.9223669767379761,0.10978849244085524,0.7963590025901794,5.048714171932561e-05
0,6,root_000_abc_pcd_mf30/abc_0000_step_v00/005d47ba-09eb-40a7-9f90-d37c2da3837f_00003212_7bec57689ee04fb4aecca452_step_017.txt,2048,1.0,0.1195827408664627,1.0,4.989147846519437e-05
0,7,root_000_abc_pcd_mf30/abc_0000_step_v00/006a35d1-0333-45b8-8975-a10a5ecc1c12_00008599_8ccc294cba8141d28098edcd_step_000.txt,2048,0.9999600052833557,5.483606719348907,13.757789050775092,0.00018462555916282097
0,8,root_000_abc_pcd_mf30/abc_0000_step_v00/00d0178e-61b1-4c14-9875-2d57474051e9_00001183_7fe39d2bf1eb4fb5a49e2fe8_step_000.txt,2048,1.0,0.47646453692194907,1.0,4.96419568380424e-05
0,9,root_000_abc_pcd_mf30/abc_0000_step_v00/00d9bc4e-6310-4342-b23c-ee0ddef6b100_00001838_20d9a75d813046fe97ff87d3_step_006.txt,2048,0.9312580227851868,0.14155046853948874,0.4914321271964789,5.078116504420027e-05
0,10,root_000_abc_pcd_mf30/abc_0000_step_v00/00ecb0cb-eb36-4eb7-8229-bc08f9421440_00005231_e85b98fbe73143b9b7ce7b73_step_055.txt,2048,0.9999729990959167,0.1322674967760635,0.931296077497548,5.013491542815718e-05
0,11,root_000_abc_pcd_mf30/abc_0000_step_v00/00fc6bf2-e34f-40c4-b41e-7680949d8648_00002865_0b97dd9849a14df99ab286a8_step_008.txt,2048,1.0,0.3667761948804004,1.0,4.9919397166087176e-05
0,12,root_000_abc_pcd_mf30/abc_0000_step_v00/010293ab-510d-4a24-aa04-c79b4f7b8408_00007683_22fca1ad51fc4b49983d49a1_step_005.txt,2048,0.9999989867210388,0.25869860951901036,1.3777545085144376,4.965583440656729e-05
0,13,root_000_abc_pcd_mf30/abc_0000_step_v00/01064072-5142-4784-ac6a-6c5654cf2c03_00000704_c08c1c78b86f4ee3bcb7d9de_step_000.txt,2048,1.0,0.6489145420269072,1.0,5.046134015129766e-05
0,14,root_000_abc_pcd_mf30/abc_0000_step_v00/011bc117-b707-4c1a-b0d7-9a4b5b2909a8_00008023_05162de0483a482586bbeb5b_step_014.txt,2048,0.9999759793281555,0.9547272517932368,1.9452500343322754,9.390002811943132e-05
0,15,root_000_abc_pcd_mf30/abc_0000_step_v00/012d68f5-e336-45fe-95a0-9e80441f1ba3_00000664_6fae5591b3034f949b7e8eae_step_005.txt,2048,0.9999160170555115,0.04353999094504131,0.8956189751625061,5.084127320997833e-05
0,16,root_000_abc_pcd_mf30/abc_0000_step_v00/013b53a6-c20a-4725-b75f-dfbcbaa043d1_00007323_54ee9dff2f014cccbd1d4aaf_step_009.txt,2048,1.0,0.01513671875,1.0,5.0391700071691914e-05
0,17,root_000_abc_pcd_mf30/abc_0000_step_v00/013d5484-2b4c-4c02-af87-da15c06f4ef6_00009940_086229ea796640d29acd68ff_step_075.txt,2048,1.0,0.5032896797040554,1.0,5.001550006050737e-05
0,18,root_000_abc_pcd_mf30/abc_0000_step_v00/015e147b-8ccc-4b28-ac93-6d740f0a9355_00009853_4d2b7c5329ac4fd7814ae2f5_step_000.txt,2048,0.9504870176315308,0.9311932908954905,0.9504870176315308,0.0
0,19,root_000_abc_pcd_mf30/abc_0000_step_v00/01680db8-e527-4f8d-9f83-df8a0ac9a7be_00005597_7d791805fb124be28a1625d5_step_002.txt,2048,1.0,0.39434488910703464,1.0,4.9648510244269806e-05
0,20,root_000_abc_pcd_mf30/abc_0000_step_v00/01684b28-ffc4-4cd0-9f6e-73542830ede4_00005141_6851b01973b14124bcd6224a_step_003.txt,2048,1.0,0.5434418839140562,1.0,5.0228512005923154e-05
0,21,root_000_abc_pcd_mf30/abc_0000_step_v00/016f041e-d858-4da5-8fa5-ce36c16c927c_00002002_b53d499a5d5c42dfade565bf_step_004.txt,2048,1.0,0.13833007588982582,1.0729999542236328,5.09610423183246e-05
0,22,root_000_abc_pcd_mf30/abc_0000_step_v00/01967f47-3b3e-4288-ace2-b030ea9174c2_00008954_b94f484fd44f4043916e8c04_step_004.txt,2048,1.0,0.6585658563999459,1.0,0.0
0,23,root_000_abc_pcd_mf30/abc_0000_step_v00/01a47a55-7bbd-4a3a-a171-51f25a29eda1_00004449_50a5c011c1d44d7ca5c90fbf_step_003.txt,2048,1.0,0.09744412492429587,1.0,7.006191316173e-05
0,24,root_000_abc_pcd_mf30/abc_0000_step_v00/01b1edf5-bcbd-444d-a2bf-05639592b605_00008823_07aad0360f8a4605ab651529_step_003.txt,2048,1.0,0.452752485575439,1.9075047478770282,8.10197475297203e-05
0,25,root_000_abc_pcd_mf30/abc_0000_step_v00/01bc20fd-72c7-4dcb-ab47-fa36096c8d00_00003333_a06fb60a528641b89b6e6f75_step_008.txt,2048,1.0,0.0948169079181017,1.0,0.00028066133034580776
0,26,root_000_abc_pcd_mf30/abc_0000_step_v00/01be2c29-112c-4d33-b345-fdfabb2134f9_00000738_989e0f807cde438face0cb00_step_003.txt,2048,1.0,0.7579559508334385,3.9712231159210205,9.655197514635283e-05
